trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,batch_start,batch_end,instructions_for_training.started,instructions_for_training.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,7.702333700028248,None,,,,,,,
