trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,conditionFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_for_training.started,instructions_for_training.stopped,text.started,text.stopped,image.started,image.stopped,image2.started,image2.stopped,text2.started,text2.stopped,text_2.started,text_2.stopped,Distraction_text.started,Distraction_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,8.212472000042908,None,44.283813099958934,46.78300039994065,47.78366059996188,50.282418399932794,51.283028900041245,53.79800890001934,51.283028900041245,53.79800890001934,55.282320700003766,None,59.21514510002453,None,,,,,,,
