trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions_for_training.started,instructions_for_training.stopped,text.started,text.stopped,image.started,image.stopped,image2.started,image2.stopped,text2.started,text2.stopped,text_2.started,text_2.stopped,Distraction_text.started,Distraction_text.stopped,Instructions.started,Instructions.stopped,Word_cue.started,Word_cue.stopped,memory_check.response,memory_check.rt,memory_check.started,memory_check.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.672999699949287,None,14.750137399998493,17.249528100015596,18.285575999994762,20.79864189994987,21.74891069997102,24.247910699923523,21.74891069997102,24.247910699923523,25.748231099918485,None,29.681231199996546,None,35.68036929995287,None,41.7112318999134,44.71055809990503,Neutral scene,1.902,5.011766719981097,None,,,,,,,
