trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_for_training.started,instructions_for_training.stopped,text.started,text.stopped,image.started,image.stopped,image2.started,image2.stopped,text2.started,text2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.694009199971333,None,58.76488749997225,61.264102500048466,62.26479699998163,64.7635772000067,65.76384509995114,68.26298610004596,65.76384509995114,68.26298610004596,69.7634371999884,None,,,,,,,
