trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_for_training.started,instructions_for_training.stopped,text.started,text.stopped,image.started,image.stopped,image2.started,image2.stopped,text2.started,text2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.014462799998,None,29.110242099966854,31.6095816999441,32.61017979995813,35.108992199995555,36.10949299996719,38.608132599969395,36.10949299996719,38.608132599969395,40.10862279997673,None,,,,,,,
