trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,batch_start,batch_end,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pair_nr,word,imageFromFolder,pnn,fs,instructions_for_training.started,instructions_for_training.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,7.618526699952781,None,,,,,,,
