texten,bilden,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,image.started,image.stopped,image2.started,image2.stopped,text2.started,text2.stopped,Association.response,Association.rt,Association.started,Association.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Paradox,brain1.jpg,0,0,0,0,11.931331700005103,14.43093830003636,15.471820600039791,17.98196669999743,18.9477836000151,21.47531850001542,18.9477836000151,21.47531850001542,3,9.75,10.515038300014567,None,23er,001,2020_Nov_09_1001,encodingpahse,2020.2.5,60.0071528511992,
