conditionFile,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,pair_nr,word,imageFromFolder,pnn,fs,instructions_for_training.started,instructions_for_training.stopped,text.started,text.stopped,image.started,image.stopped,image2.started,image2.stopped,text2.started,text2.stopped,text_2.started,text_2.stopped,Distraction_text.started,Distraction_text.stopped,Instructions.started,Instructions.stopped,Word_cue.started,Word_cue.stopped,memory_check.response,memory_check.rt,memory_check.started,memory_check.stopped,participant,session,date,expName,psychopyVersion,frameRate,
conditionsBatch1.csv,0,0,0,0,,,,,,,,,,,,,,8.076429100008681,None,44.14652189996559,46.64656769996509,47.64716940000653,50.14585129998159,51.1464347000001,53.64510989992414,51.1464347000001,53.64510989992414,55.14594550000038,None,59.078634599922225,None,65.06104860000778,None,87.03854340000544,90.03804829996079,Neutral face,6.55,4.999307809979655,None,1,001,2020_Nov_13_1135,DecodingEmotions,2020.2.5,60.10525635671647,
,,,,,,,,,,,,,,,,,,98.60331979999319,None,,,,,,,,,,,,,,,,,,,,,,,,,,,
