trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,conditionFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_for_training.started,instructions_for_training.stopped,text.started,text.stopped,image.started,image.stopped,image2.started,image2.stopped,text2.started,text2.stopped,text_2.started,text_2.stopped,Distraction_text.started,Distraction_text.stopped,Instructions.started,Instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,8.496328499983065,None,44.56780920003075,47.06749819999095,48.06795779999811,50.56661009998061,51.567427000030875,54.0658029000042,51.567427000030875,54.0658029000042,55.56647359998897,None,59.49923630000558,None,65.48196120001376,None,,,,,,,
