trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_for_training.started,instructions_for_training.stopped,text.started,text.stopped,image.started,image.stopped,image2.started,image2.stopped,text2.started,text2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.289903000113554,None,14.399115700041875,16.898705600062385,17.930622900021262,20.43108910007868,21.398748000035994,23.89711520005949,21.398748000035994,23.89711520005949,25.414554300019518,None,,,,,,,
