texten,bilden,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word_cue.started,word_cue.stopped,pos.started,pos.stopped,Neg.started,Neg.stopped,neutral.started,neutral.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Paradox,brain1.jpg,0,0,0,0,7.819397500017658,10.819324199983384,10.819324199983384,None,10.819324199983384,None,10.819324199983384,None,f2cwe,001,2020_Nov_09_1023,DecodingPhase,2020.2.5,60.37006851968155,
