texten,bilden,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word_cue.started,word_cue.stopped,Posneturalneg.response,Posneturalneg.rt,Posneturalneg.started,Posneturalneg.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Paradox,brain1.jpg,0,0,0,0,10.391258699994069,13.390563799999654,1,4.988,5.011147269979119,None,wd,001,2020_Nov_09_1025,DecodingPhase,2020.2.5,60.01853372459753,
